RecordID,RID,RecordType,Squib,PaperDetails,Temperature,FrequencyFactor,TemperatureRatioExponent,ActivationEnergy,RateConstant,ReactionOrder
1725,1232,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2DBA5B681A3EB8F29CA88E1704D63D57?id=2003TOK/LIN11397-11408:5,"Reaction of phenyl radicals with acetylene: Quantum chemical investigation of the mechanism and master equation analysis of the kinetics, Tokmakov, I.V.; Lin, M.C. J. Am. Chem. Soc. 125, 11397 (2003)",250 - 2000,1.47E+14,0.14,222000.0,1.62E-25,1.0
1726,1233,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8E09901BB28E8DF706FAA9FF715E9D01?id=2003TOK/LIN11397-11408:14,"Reaction of phenyl radicals with acetylene: Quantum chemical investigation of the mechanism and master equation analysis of the kinetics, Tokmakov, I.V.; Lin, M.C. J. Am. Chem. Soc. 125, 11397 (2003)",250 - 2000,2.82E+14,0.55,178000.0,1.67E-17,1.0
1772,1276,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D7F38C76B4816F7BB9012E67F3277942?id=2004SOM3844-3851:2,"Quantum chemical and dynamical characterization of the reaction OH+SO<sub>2</sub>  <-> HOSO<sub>2</sub> over an extended range of temperature and pressure, Somnitz, H. Phys. Chem. Chem. Phys. 6, 3844 (2004)",150 - 1500,3.16E-04,-4.72,113000.0,5.01E-24,2.0
1884,1357,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CF592485824E6CBA0C46C70C97522793?id=2009BRU/WOJ1203-1221:9,"Theoretical Analysis of the Kinetics of the Reaction of Methyl Mercaptan with Nitrogen Dioxide in the Gas Phase, Brudnik, K.; Wojcik-Pastuszka, D.; Jodkowski, J.T. Pol. J. Chem. 83, 1203 (2009)",200 - 500,3.92E+18,-0.64,276000.0,1.91E-30,1.0
1898,1369,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8A8D19576E493B89E9D85F9C6D51555A?id=2007KUW/DIB5032-5042:2,"Computational studies of intramolecular hydrogen atom transfers in the beta-hydroxyethylperoxy and beta-hydroxyethoxy radicals, Kuwata, K.T.; Dibble, T.S.; Sliz, E.; Petersen, E.B. J. Phys. Chem. A 111, 5032 (2007)",200 - 2000,3.82E+06,6.32,21000.0,785,1.0
1912,1373,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=89DDDA72776E8FD2F88AEFBA31C6BC6D?id=1990LIG/ROU2927-2936:2,"Flash photolysis study of the spectra and self-reactions of neopentylperoxy and t-butylperoxy radicals, Lightfoot, P.D.; Roussel, P.; Veyret, B.; Lesclaux, R. J. Chem. Soc. Faraday Trans. 86, 2927 (1990)",248 - 373,3.02E-19,9.46,-35400.0,4.88E-13,2.0
2021,1419,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2CE79A1D61D44FA9CF9D4D476D5CEEAD?id=2006CUR250-275:52,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,2.75E+14,-0.89,69200.0,207,1.0
2026,1421,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7BB65822CF27B4BD3784C4BB26403AD8?id=2006CUR250-275:51,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,8.17E+15,-2.76,58500.0,457000,1.0
2043,1422,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C874F1D79AFC1BF95D643FF52DAD6E47?id=2009DAS/BOZ6979-6986:8,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,6.35E+08,4.26,83100.0,0.00000173,1.0
2044,1423,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6BB9C45EF3B5E23E6730DA8DBE41B26?id=2009DAS/BOZ6979-6986:1,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,1.41E+16,-5.08,93100.0,0.68,1.0
2045,1423,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6BB9C45EF3B5E23E6730DA8DBE41B26?id=2009DAS/BOZ6979-6986:4,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,3.67E+12,1.56,70500.0,1.61,1.0
2047,1424,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C00A34D1704F61A485D092E4FE730C63?id=2009DAS/BOZ6979-6986:3,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,1.97E+17,-6.09,121000.0,0.000147,1.0
2048,1425,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2107FCDDFB665FA817EC316E170C56DE?id=2009DAS/BOZ6979-6986:2,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,3.11E+18,-6.21,154000.0,2.94E-09,1.0
2049,1425,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2107FCDDFB665FA817EC316E170C56DE?id=2009DAS/BOZ6979-6986:17,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,2.67E+14,0.16,130000.0,3.75E-09,1.0
2050,1426,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2D4A191CAD91072949EB1F2D99760359?id=2009DAS/BOZ6979-6986:10,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,5.64E+11,1.43,80600.0,0.00423,1.0
2051,1427,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=06416BA11AB9A1FFC3CCEB6B07271C4B?id=2009DAS/BOZ6979-6986:12,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,1.13E+12,0.4,46700.0,7263,1.0
2059,1430,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=561591736D79271945C5DE9D99EF8200?id=2006CUR250-275:54,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,6.31E+15,-2.8,63800.0,42000,1.0
2066,1431,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D8F2ED58FB1FCF746786195FB2075231?id=2010ZHE/TRU7782-7793:4,"Kinetics of hydrogen-transfer isomerizations of butoxyl radicals, Zheng, J.J.; Truhlar, D.G. Phys. Chem. Chem. Phys. 12, 7782 (2010)",200 - 2500,3.92E+04,7.84,19500.0,15.12,1.0
2152,1497,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9781E443AC1D4B64E1D58DE1F8F5FB6E?id=2013CHE/ZHA38-45:30,"Theoretical kinetic investigation of thermal decomposition of methylcyclohexane, Chen, L.; Zhang, T. L.; Li, C. Y.; Wang, W. N.; Lu, J.; Wang, W. L. Comput. Theor. Chem. 1026, 38 (2013)",298 - 2000,1.38E+14,0.37,147000.0,2.73E-12,1.0
2209,1534,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7E8F54FD697C3D47A59126FF12E22994?id=2003TOK/LIN11397-11408:8,"Reaction of phenyl radicals with acetylene: Quantum chemical investigation of the mechanism and master equation analysis of the kinetics, Tokmakov, I.V.; Lin, M.C. J. Am. Chem. Soc. 125, 11397 (2003)",250 - 2000,3.22E+12,0.67,119000.0,3.65E-09,1.0
2210,1535,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=36394952AD35F07AD504D0EEE50834F7?id=2003TOK/LIN11397-11408:10,"Reaction of phenyl radicals with acetylene: Quantum chemical investigation of the mechanism and master equation analysis of the kinetics, Tokmakov, I.V.; Lin, M.C. J. Am. Chem. Soc. 125, 11397 (2003)",250 - 2000,1.88E+12,0.43,139000.0,8.86E-13,1.0
2211,1536,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2207F1160C61D4C5055AE1152EB970FB?id=2003TOK/LIN11397-11408:6,"Reaction of phenyl radicals with acetylene: Quantum chemical investigation of the mechanism and master equation analysis of the kinetics, Tokmakov, I.V.; Lin, M.C. J. Am. Chem. Soc. 125, 11397 (2003)",250 - 2000,1.10E+12,0.7,115000.0,7.48E-09,1.0
2212,1537,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5AEF50AA1715C67618A704FC899992D1?id=2003TOK/LIN11397-11408:4,"Reaction of phenyl radicals with acetylene: Quantum chemical investigation of the mechanism and master equation analysis of the kinetics, Tokmakov, I.V.; Lin, M.C. J. Am. Chem. Soc. 125, 11397 (2003)",250 - 2000,6.36E+13,0.45,191000.0,1.82E-20,1.0
2213,1538,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29DB2B0BFCDB1B086C366C10325E855C?id=2003TOK/LIN11397-11408:13,"Reaction of phenyl radicals with acetylene: Quantum chemical investigation of the mechanism and master equation analysis of the kinetics, Tokmakov, I.V.; Lin, M.C. J. Am. Chem. Soc. 125, 11397 (2003)",250 - 2000,4.06E+13,0.82,163000.0,1.18E-15,1.0
2214,1539,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7436154145B8218219A9D264573D32F6?id=2003TOK/LIN11397-11408:3,"Reaction of phenyl radicals with acetylene: Quantum chemical investigation of the mechanism and master equation analysis of the kinetics, Tokmakov, I.V.; Lin, M.C. J. Am. Chem. Soc. 125, 11397 (2003)",250 - 2000,9.37E+14,0.34,191000.0,2.81E-19,1.0
2245,1564,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A372EFF5A78AFF692ED15CCBE5066446?id=2006WAN/LIU609-621:1,"Theoretical studies on dynamics and thermochemistry of the reactions CHClFCHO, CHF<sub>2</sub>CHO and CClF<sub>2</sub>CHO with the Cl atom, Wang, Y.;Liu, J.Y.;Li, Z.S.;Wang, L.;Wu, J.Y.;Sun, C.C. Chem. Phys. 324, 609 (2006)",220 - 2000,4.62E-12,1.6,-2034.0,1.05E-11,2.0
2304,1595,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4673CEF3798DB9F7BAEEB7F67A8FE435?id=2009YAN/LIU565-580:3,"Theoretical Studies of the Reactions of CF<sub>3</sub>CHClOCHF<sub>2</sub>/CF<sub>3</sub>CHFOCHF<sub>2</sub> with OH Radical and Cl Atom And Their Product Radicals with OH, Yang, L.; Liu, J.Y.; Wan, S.Q.; Li, Z.S. J. Comput. Chem. 30, 565 (2009)",200 - 2000,2.94E-14,3.27,7400.0,1.49E-15,2.0
2366,1617,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C913A7A274117710A5FF1D75A341FAC5?id=2010LIU/LIU124-131:1,"Reaction of Cl with CF<sub>3</sub>CH<sub>2</sub>OCHO: A mechanistic and kinetic study, Liu, H.X.; Liu, Y.C.; Wan, S.Q.; Liu, J.Y. J. Mol. Struct. Theochem 944, 124 (2010)",200 - 1000,3.06E-29,-3.13,199.0,2.83E-29,2.0
2379,1623,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D1FF1A1A50481FC5E4212F8EE9B0F231?id=2009YAN/LIU565-580:2,"Theoretical Studies of the Reactions of CF<sub>3</sub>CHClOCHF<sub>2</sub>/CF<sub>3</sub>CHFOCHF<sub>2</sub> with OH Radical and Cl Atom And Their Product Radicals with OH, Yang, L.; Liu, J.Y.; Wan, S.Q.; Li, Z.S. J. Comput. Chem. 30, 565 (2009)",200 - 2000,6.76E-14,3.5,5737.0,6.67E-15,2.0
2401,1631,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7D1BEC9C18089B31332F87BC2D4003AC?id=2007JI/ZHA975-983:2,"Kinetic mechanism of the hydrogen abstraction reactions of the chlorine atoms with CH<sub>3</sub>CF<sub>2</sub>Cl and CH<sub>3</sub>CFCl<sub>2</sub>: A dual level direct dynamics study, Ji, Y.M.;Zhao, X.L.;Li, Z.S.;Liu, J.Y. J. Comput. Chem. 28, 975 (2007)",200 - 3000,4.10E-44,2.31,16000.0,6.46E-47,2.0
2414,1632,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C2E71D75629A7267702A67BF18A3812C?id=2007JI/ZHA975-983:1,"Kinetic mechanism of the hydrogen abstraction reactions of the chlorine atoms with CH<sub>3</sub>CF<sub>2</sub>Cl and CH<sub>3</sub>CFCl<sub>2</sub>: A dual level direct dynamics study, Ji, Y.M.;Zhao, X.L.;Li, Z.S.;Liu, J.Y. J. Comput. Chem. 28, 975 (2007)",200 - 3000,3.50E-43,2.64,14000.0,1.22E-45,2.0
2543,1679,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FFC5943EA076BAFB64FCC0D830FABCBF?id=2009BRU/WOJ1203-1221:11,"Theoretical Analysis of the Kinetics of the Reaction of Methyl Mercaptan with Nitrogen Dioxide in the Gas Phase, Brudnik, K.; Wojcik-Pastuszka, D.; Jodkowski, J.T. Pol. J. Chem. 83, 1203 (2009)",200 - 500,5.25E+17,-1.32,171000.0,5.52E-13,1.0
2566,1698,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A5D264E879D31B0F1EB43A3A2797468E?id=2011DIN/ZHA2314-2324:12,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,1.20E+76,-16.6,430000.0,6.13,1.0
2568,1699,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=314649F96807A18EE095D1AB54EAA320?id=2011DIN/ZHA2314-2324:11,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,8.40E+64,-13.6,382000.0,0.00982,1.0
2625,1748,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B60F5FC2E5296CA671C323DB171D28CD?id=2012ZHA/LIU685-690:1,"Theoretical study and rate constants calculation for the reactions X+CF3CH2OCF3 (X = F, Cl, Br), Zhang, H.; Liu, Y.; Liu, J.Y.; Li, Z.S. J. Comput. Chem. 33, 685 (2012)",200 - 2000,5.98E-14,0.37,5244.0,7.21E-15,2.0
2733,1814,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3E81DF15042B744D3CCCD8C6030A3BF8?id=2003KAK93-104:7,"C3H4: Density functional study of interconversion of isomers, Kakkar, R. Int. J. Quant. Chem. 94, 93 (2003)",298 - 1500,5.68E+12,0.01,3766.0,1.24E+12,1.0
2735,1815,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5AB7BD8751288AD0D73805963D2BB985?id=2003KAK93-104:6,"C3H4: Density functional study of interconversion of isomers, Kakkar, R. Int. J. Quant. Chem. 94, 93 (2003)",298 - 1500,1.78E+12,0.27,27600.0,25700000,1.0
2737,1816,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=330E3D996DB691E3AD81A9C0DFD8BCF8?id=2003KAK93-104:9,"C3H4: Density functional study of interconversion of isomers, Kakkar, R. Int. J. Quant. Chem. 94, 93 (2003)",298 - 1500,6.84E+12,0.39,78200.0,0.13,1.0
2755,1829,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0FA470A48689FF769E4FEC95C53B0EA8?id=2010WAN/CAO87-98:4,"Theoretical study of the competitive decomposition and isomerization of 1-hexyl radical, Wang, F.; Cao, D.B.; Liu, G.; Ren, J.; Li, Y.W. Theor. Chem. Acct. 126, 87 (2010)",250 - 2500,1.31E+06,5.1,60700.0,0.0000304,1.0
2757,1831,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FB61215086EB7B2E3F76CCC820A8F0F4?id=2010WAN/CAO87-98:8,"Theoretical study of the competitive decomposition and isomerization of 1-hexyl radical, Wang, F.; Cao, D.B.; Liu, G.; Ren, J.; Li, Y.W. Theor. Chem. Acct. 126, 87 (2010)",250 - 2500,1.39E+13,0.88,128000.0,5.38E-10,1.0
2761,1832,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6CEE64A29292EF1E858F0D3021EC219A?id=2010WAN/CAO87-98:7,"Theoretical study of the competitive decomposition and isomerization of 1-hexyl radical, Wang, F.; Cao, D.B.; Liu, G.; Ren, J.; Li, Y.W. Theor. Chem. Acct. 126, 87 (2010)",250 - 2500,1.69E+13,0.7,124000.0,3.73E-09,1.0
2774,1841,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7D9314D66E7D070DD2CA1537D57D7A38?id=2006HE/LIU59-66:4,"Theoretical study for the reaction of C<sub>2</sub>H<sub>5</sub>Cl/C<sub>2</sub>D5Cl with Cl atom, He, H.Q.;Liu, J.Y.;Li, Z.S.;Sun, C.C. J. Mol. Struct. Theochem 763, 59 (2006)",220 - 2200,8.84E-13,1.9,-1816.0,1.84E-12,2.0
2778,1843,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=67AA3D56C027B504BDE023ADB841F3C2?id=2006HE/LIU59-66:5,"Theoretical study for the reaction of C<sub>2</sub>H<sub>5</sub>Cl/C<sub>2</sub>D5Cl with Cl atom, He, H.Q.;Liu, J.Y.;Li, Z.S.;Sun, C.C. J. Mol. Struct. Theochem 763, 59 (2006)",220 - 2200,2.27E-13,3.1,-856.0,3.21E-13,2.0
2779,1844,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E05EA11B0949946C6C71CD847DC6A18A?id=2006HE/LIU59-66:6,"Theoretical study for the reaction of C<sub>2</sub>H<sub>5</sub>Cl/C<sub>2</sub>D5Cl with Cl atom, He, H.Q.;Liu, J.Y.;Li, Z.S.;Sun, C.C. J. Mol. Struct. Theochem 763, 59 (2006)",220 - 2200,4.69E-13,2.8,-3351.0,1.81E-12,2.0
2801,1856,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=2006SOM/ZEL1029-1048:7,"Kinetics and dynamics of multi-channel unimolecular reactions of alkoxyl radicals over an extended range of temperature and pressure. A combined quantum chemical/RRKM dynamical study, Somnitz, H.;Zellner, R. Z. Phys. Chem. 220, 1029 (2006)",200 - 1500,2.22E+12,-2.37,41400.0,123000,1.0
2808,1858,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=2006CUR250-275:50,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,1.44E+15,-2.44,70500.0,644,1.0
2810,1858,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=2008SOM965-973:6,"The contribution of tunnelling to the 1,5 H-shift isomerisation reaction of alkoxyl radicals, Somnitz, H. Phys. Chem. Chem. Phys. 10, 965 (2008)",200 - 1000,2.55E+12,-3.61,65500.0,8.48,1.0
2812,1858,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=2008SOM965-973:5,"The contribution of tunnelling to the 1,5 H-shift isomerisation reaction of alkoxyl radicals, Somnitz, H. Phys. Chem. Chem. Phys. 10, 965 (2008)",200 - 1100,8.16E+13,-4.36,70200.0,40.09,1.0
2814,1858,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6689C764A0FF8348987BF96488C82D3?id=2006SOM/ZEL1029-1048:6,"Kinetics and dynamics of multi-channel unimolecular reactions of alkoxyl radicals over an extended range of temperature and pressure. A combined quantum chemical/RRKM dynamical study, Somnitz, H.;Zellner, R. Z. Phys. Chem. 220, 1029 (2006)",200 - 1500,1.44E+13,-3.11,66200.0,35.87,1.0
2825,1859,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C3BF279EF571CA77C4A9DE7C8EFE48F6?id=2010ZHE/TRU7782-7793:2,"Kinetics of hydrogen-transfer isomerizations of butoxyl radicals, Zheng, J.J.; Truhlar, D.G. Phys. Chem. Chem. Phys. 12, 7782 (2010)",200 - 2500,1.19E+06,6.2,28100.0,14.28,1.0
2835,1860,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2010ZHE/TRU7782-7793:1,"Kinetics of hydrogen-transfer isomerizations of butoxyl radicals, Zheng, J.J.; Truhlar, D.G. Phys. Chem. Chem. Phys. 12, 7782 (2010)",200 - 2500,1.28E+08,3.63,11300.0,1370000,1.0
2836,1860,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2008SOM965-973:1,"The contribution of tunnelling to the 1,5 H-shift isomerisation reaction of alkoxyl radicals, Somnitz, H. Phys. Chem. Chem. Phys. 10, 965 (2008)",200 - 1200,1.19E+11,1.41,32100.0,283000,1.0
2837,1860,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2008SOM965-973:3,"The contribution of tunnelling to the 1,5 H-shift isomerisation reaction of alkoxyl radicals, Somnitz, H. Phys. Chem. Chem. Phys. 10, 965 (2008)",200 - 1000,1.04E+12,-2.78,38400.0,193000,1.0
2838,1860,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2008SOM965-973:2,"The contribution of tunnelling to the 1,5 H-shift isomerisation reaction of alkoxyl radicals, Somnitz, H. Phys. Chem. Chem. Phys. 10, 965 (2008)",200 - 1100,1.60E+12,-2.3,38900.0,243000,1.0
3177,1997,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5DAA385A4C65128EE4FA341B432C7615?id=2003ZHU/LIN2075-2082:9,"Ab initio studies of ClOx reactions. VIII. Isomerization and decomposition of ClO<sub>2</sub> radicals and related bimolecular processes, Zhu, R.S.; Lin, M.C. J. Chem. Phys. 119, 2075 (2003)",200 - 2500,2.25E+15,-0.28,246000.0,1.83E-28,2.0
3178,1997,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5DAA385A4C65128EE4FA341B432C7615?id=2003ZHU/LIN2075-2082:10,"Ab initio studies of ClOx reactions. VIII. Isomerization and decomposition of ClO<sub>2</sub> radicals and related bimolecular processes, Zhu, R.S.; Lin, M.C. J. Chem. Phys. 119, 2075 (2003)",200 - 2500,2.70E-20,11,138000.0,1.48E-44,2.0
3185,2000,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DC5013BA3DA8A39C52A5FB9AC5F54185?id=2009DAS/BOZ6979-6986:18,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,3.55E+14,0.05,164000.0,5.54E-15,1.0
3186,2001,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=36D93BD57CAD0A7C3DC25920789763AB?id=2009DAS/BOZ6979-6986:15,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,1.09E+12,0.44,79600.0,0.01,1.0
3219,2026,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=52CBD05BD9A32E9EEA9419EC87EEAAC8?id=2006LIU/WAN1785-1792:1,"Density functional theory study on the biradical reaction between CH<sub>3</sub>S and HCS, Liu, Y.;Wang, W.L.;Wang, W.N.;Luo, Q.;Li, Q.S. Acta Chim. Sin. 64, 1785 (2006)",200 - 2000,1.18E-12,0.65,7546.0,5.61E-14,2.0
3308,2083,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=921121947545FD45B899AC64A9AE9DEF?id=1994KNY/BEN817-824:2,"The unimolecular decomposition of 1-chloroethyl radical, Knyazev, V.D.; Bencsura, A.; Dubinsky, I.A.; Gutman, D.; Senkan, S.M. Symp. Int. Combust. Proc. 25, 817 (1994)",298 - 1500,2.02E+12,1.22,162000.0,7.7E-17,1.0
3312,2084,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A5DC3B74A87F6588732367DB7C7626D2?id=2005SON/HOU3980-3988:1,"Mechanistic and kinetic study of the O+CH<sub>3</sub>OCH<sub>2</sub> reaction and the unimolecular decomposition of CH<sub>3</sub>OCH<sub>2</sub>O, Song, X.L.; Hou, H.; Wang, B.S. Phys. Chem. Chem. Phys. 7, 3980 (2005)",200 - 2000,1.66E-10,-0.56,91.46,1.6E-10,2.0
3329,2093,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=093164D5C87081EA8EDEB7D0096063A1?id=2004LI/ZHA2014-2019:1,"Dual level direct ab initio and density-functional theory dynamics study on the unimolecular decomposition of CH<sub>3</sub>OCH<sub>2</sub> radical, Li, Q.S.; Zhang, Y.; Zhang, S.W. J. Phys. Chem. A: 108, 2014 (2004)",200 - 2500,1.27E+14,-0.22,114000.0,0.00000137,1.0
