RecordID,RID,RecordType,Squib,PaperDetails,Temperature,FrequencyFactor,TemperatureRatioExponent,ActivationEnergy,RateConstant,ReactionOrder,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3
1310,949,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BE930A2D87221B9CD92042187008ECE7?id=2013CHE/ZHA38-45:42,"Theoretical kinetic investigation of thermal decomposition of methylcyclohexane, Chen, L.; Zhang, T. L.; Li, C. Y.; Wang, W. N.; Lu, J.; Wang, W. L. Comput. Theor. Chem. 1026, 38 (2013)",298 - 2000,3.18E+14,0.5,142000.0,3.73e-11,1.0,3.18,14,-142227,CH2=CHCH2CH((.))CH3,,,CH3CH=CH2,C2H3,
1371,978,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AAF9AEB175E44C3AD871BA9B5DA51309?id=1997ATK/BAU521-1011:439,"Evaluated kinetic, photochemical and heterogeneous data for atmospheric chemistry: supplement V, IUPAC subcommittee on gas kinetic data evaluation for atmospheric chemistry, Atkinson, R.; Baulch, D.L.; Cox, R.A.; Hampson, R.F., Jr.; Kerr, J.A.; Rossi, M.J.; Troe, J. J. Phys. Chem. Ref. Data 26, 521 (1997)",233 - 373,0.5,-6.0,104000.0,3.03e-19,2.0,5.0,-1,-103931,CF3OONO2,,,NO2,CF3O2,
1372,978,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AAF9AEB175E44C3AD871BA9B5DA51309?id=1992ATK/BAU1125-1568:433,"Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry. Supplement IV, IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, Atkinson, R.; Baulch, D.L.; Cox, R.A.;Hampson Jr., R.F.; Kerr, J.A.; Troe, J. J. Phys. Chem. Ref. Data 21, 1125 (1992)",233 - 373,0.5,-6.0,104000.0,3.03e-19,2.0,5.0,-1,-103931,CF3OONO2,,,NO2,CF3O2,
1403,999,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7ECC13A62431335F2939813EDC19C5A9?id=2003DES/KLI4415-4427:9,"Measurements, Theory, and Modeling of OH Formation in Ethyl + O<sub>2</sub> and Propyl + O<sub>2</sub> Reactions, DeSain, J.D.; Klippenstein, S.J.; Miller, J.A.; Taatjes, C.A. J. Phys. Chem. A 107, 4415 (2003)",296 - 700,2.02E+14,-4.48,136000.0,2.45e-10,1.0,2.02,14,-136440,n-C3H7O2,,,CH3CH=CH2,HO2,
1593,1130,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7ABC4D257F358D0B1FB50A651FBB3F4A?id=2009BRU/GOL1061-1066:10,"Theoretical kinetic study of the formation reactions of methanol and methyl hypohalites in the gas phase, Brudnik, K.; Gola, A.A.; Jodkowski, J.T. J. Mol. Modeling 15, 1061 (2009)",200 - 500,2.19E+16,0.85,351000.0,6.24e-46,1.0,2.19,16,-351120,CH3OF,,,(.)CH3,OF,
1595,1131,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3F3D0E54869D157406539BA367AD7378?id=2009BRU/GOL1061-1066:14,"Theoretical kinetic study of the formation reactions of methanol and methyl hypohalites in the gas phase, Brudnik, K.; Gola, A.A.; Jodkowski, J.T. J. Mol. Modeling 15, 1061 (2009)",200 - 500,2.20E+15,0.08,195000.0,1.62e-19,1.0,2.2,15,-194725,CH3OF,,,CH3O(.),(.)F,
1609,1144,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CDD526FD3A17A5025E90EAB4D9732755?id=2007BRU/JOD194-200:9,"Kinetics of the formation reactions of trichloro- and tribromomethyl hypohalites and alcohols in the gas-phase: Theoretical study, Brudnik, K.;Jodkowski, J.T.;Nowek, A.;Leszczynski, J. Chem. Phys. Lett. 435, 194 (2007)",200 - 400,1.99E+15,0.97,461000.0,2.87e-66,1.0,1.99,15,-461204,CCl3OH,,,H(.),CCl3O,
1610,1145,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AE3D07978FC25D327E4D7C7FDE3CDDF0?id=2007BRU/JOD194-200:1,"Kinetics of the formation reactions of trichloro- and tribromomethyl hypohalites and alcohols in the gas-phase: Theoretical study, Brudnik, K.;Jodkowski, J.T.;Nowek, A.;Leszczynski, J. Chem. Phys. Lett. 435, 194 (2007)",200 - 400,2.30E+15,0.26,395000.0,1.1599999999999999e-54,1.0,2.3,15,-395353,CCl3OH,,,(.)CCl3,(.)OH,
1689,1205,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=152C1C7C2952695E65A7F13F827A41C1?id=2005WAN/WAN370-374:1,"Direct dynamics on the isomerization and H2 elimination reactions of H3PS, Wang, W.N.; Wang, W.L.; Luo, Q.; Li, Q.S.; Chem. Phys. Lett. 415, 370 (2005)",200 - 2000,171,13.39,101000.0,3.03e-16,1.0,1.71,2,-101279,H3P=S,,,H2PSH,,
1690,1206,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0067303993AEAE337D2B174A0D63DCD9?id=2005WAN/WAN370-374:2,"Direct dynamics on the isomerization and H2 elimination reactions of H3PS, Wang, W.N.; Wang, W.L.; Luo, Q.; Li, Q.S.; Chem. Phys. Lett. 415, 370 (2005)",200 - 2000,2894,11.86,157000.0,8.38e-25,1.0,2.89,3,-157110,H3P=S,,,H2,HP=S,
1725,1232,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2DBA5B681A3EB8F29CA88E1704D63D57?id=2003TOK/LIN11397-11408:5,"Reaction of phenyl radicals with acetylene: Quantum chemical investigation of the mechanism and master equation analysis of the kinetics, Tokmakov, I.V.; Lin, M.C. J. Am. Chem. Soc. 125, 11397 (2003)",250 - 2000,1.47E+14,0.14,222000.0,1.62e-25,1.0,1.47,14,-222254,C6H5C((.))=CH2,,,2-Phenylethenyl,,
1726,1233,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8E09901BB28E8DF706FAA9FF715E9D01?id=2003TOK/LIN11397-11408:14,"Reaction of phenyl radicals with acetylene: Quantum chemical investigation of the mechanism and master equation analysis of the kinetics, Tokmakov, I.V.; Lin, M.C. J. Am. Chem. Soc. 125, 11397 (2003)",250 - 2000,2.82E+14,0.55,178000.0,1.67e-17,1.0,2.82,14,-178155,C6H5C((.))=CH2,,,Phenylacetylene,H(.),
1772,1276,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D7F38C76B4816F7BB9012E67F3277942?id=2004SOM3844-3851:2,"Quantum chemical and dynamical characterization of the reaction OH+SO<sub>2</sub>  <-> HOSO<sub>2</sub> over an extended range of temperature and pressure, Somnitz, H. Phys. Chem. Chem. Phys. 6, 3844 (2004)",150 - 1500,3.16E-04,-4.72,113000.0,5.0099999999999994e-24,2.0,3.16,-4,-112960,HOSO2,,,(.)OH,SO2,
1884,1357,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CF592485824E6CBA0C46C70C97522793?id=2009BRU/WOJ1203-1221:9,"Theoretical Analysis of the Kinetics of the Reaction of Methyl Mercaptan with Nitrogen Dioxide in the Gas Phase, Brudnik, K.; Wojcik-Pastuszka, D.; Jodkowski, J.T. Pol. J. Chem. 83, 1203 (2009)",200 - 500,3.92E+18,-0.64,276000.0,1.9099999999999997e-30,1.0,3.92,18,-275625,CH3SCH2SH,,,CH3S(.),(.)CH2SH,
1898,1369,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8A8D19576E493B89E9D85F9C6D51555A?id=2007KUW/DIB5032-5042:2,"Computational studies of intramolecular hydrogen atom transfers in the beta-hydroxyethylperoxy and beta-hydroxyethoxy radicals, Kuwata, K.T.; Dibble, T.S.; Sliz, E.; Petersen, E.B. J. Phys. Chem. A 111, 5032 (2007)",200 - 2000,3.82E+06,6.32,21000.0,785.0,1.0,3.82,6,-21036,HOCH2CH2O(.),,,HOCH2CH2O(.),,
1912,1373,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=89DDDA72776E8FD2F88AEFBA31C6BC6D?id=1990LIG/ROU2927-2936:2,"Flash photolysis study of the spectra and self-reactions of neopentylperoxy and t-butylperoxy radicals, Lightfoot, P.D.; Roussel, P.; Veyret, B.; Lesclaux, R. J. Chem. Soc. Faraday Trans. 86, 2927 (1990)",248 - 373,3.02E-19,9.46,-35400.0,4.88e-13,2.0,3.02,-19,35420,(CH3)3CCH2OO,,,Products,,
2021,1419,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2CE79A1D61D44FA9CF9D4D476D5CEEAD?id=2006CUR250-275:52,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,2.75E+14,-0.89,69200.0,207.0,1.0,2.75,14,-69162,CH3CH2CH(CH3)O(.),,,C2H5CHO,(.)CH3,
2026,1421,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7BB65822CF27B4BD3784C4BB26403AD8?id=2006CUR250-275:51,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,8.17E+15,-2.76,58500.0,457000.0,1.0,8.17,15,-58492,CH3CH2CH(CH3)O(.),,,CH3CHO,(.)C2H5,
2043,1422,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C874F1D79AFC1BF95D643FF52DAD6E47?id=2009DAS/BOZ6979-6986:8,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,6.35E+08,4.26,83100.0,1.73e-06,1.0,6.35,8,-83094,C6H5CH2O(.),,,C6H5CH((.))OH,,
2044,1423,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6BB9C45EF3B5E23E6730DA8DBE41B26?id=2009DAS/BOZ6979-6986:1,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,1.41E+16,-5.08,93100.0,0.68,1.0,1.41,16,-93094,C6H5CH2O(.),,,Benzaldehyde,H(.),
2045,1423,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6BB9C45EF3B5E23E6730DA8DBE41B26?id=2009DAS/BOZ6979-6986:4,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,3.67E+12,1.56,70500.0,1.61,1.0,3.67,12,-70500,C6H5CH2O(.),,,Benzaldehyde,H(.),
2047,1424,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C00A34D1704F61A485D092E4FE730C63?id=2009DAS/BOZ6979-6986:3,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,1.97E+17,-6.09,121000.0,0.000147,1.0,1.97,17,-120541,C6H5CH2O(.),,,Benzene,HCO,
2048,1425,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2107FCDDFB665FA817EC316E170C56DE?id=2009DAS/BOZ6979-6986:2,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,3.11E+18,-6.21,154000.0,2.94e-09,1.0,3.11,18,-154180,C6H5CH2O(.),,,CH2O,Phenyl,
2049,1425,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2107FCDDFB665FA817EC316E170C56DE?id=2009DAS/BOZ6979-6986:17,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,2.67E+14,0.16,130000.0,3.75e-09,1.0,2.67,14,-130373,C6H5CH2O(.),,,CH2O,Phenyl,
2050,1426,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2D4A191CAD91072949EB1F2D99760359?id=2009DAS/BOZ6979-6986:10,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,5.64E+11,1.43,80600.0,0.00423,1.0,5.64,11,-80584,C6H5CH2O(.),,,"2,5-cyclohexadien-4-formyl-1-yl",,
2051,1427,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=06416BA11AB9A1FFC3CCEB6B07271C4B?id=2009DAS/BOZ6979-6986:12,"Benzoxyl Radical Decomposition Kinetics: Formation of Benzaldehyde plus H, Phenyl + CH<sub>2</sub>O, and Benzene plus HCO, da Silva, G.; Bozzelli, J.W. J. Phys. Chem. A 113, 6979 (2009)",298 - 2000,1.13E+12,0.4,46700.0,7263.0,1.0,1.13,12,-46735,C6H5CH2O(.),,,"1-oxaspiro[2.5]octa-4,7-dien-5-yl",,
2059,1430,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=561591736D79271945C5DE9D99EF8200?id=2006CUR250-275:54,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,6.31E+15,-2.8,63800.0,42000.0,1.0,6.31,15,-63764,(CH3)2CHCH2O(.),,,CH2O,2-C3H7,
2066,1431,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D8F2ED58FB1FCF746786195FB2075231?id=2010ZHE/TRU7782-7793:4,"Kinetics of hydrogen-transfer isomerizations of butoxyl radicals, Zheng, J.J.; Truhlar, D.G. Phys. Chem. Chem. Phys. 12, 7782 (2010)",200 - 2500,3.92E+04,7.84,19500.0,15.12,1.0,3.92,4,-19477,(CH3)2CHCH2O(.),,,(.)CH2CH(CH3)CH2OH,,
2152,1497,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9781E443AC1D4B64E1D58DE1F8F5FB6E?id=2013CHE/ZHA38-45:30,"Theoretical kinetic investigation of thermal decomposition of methylcyclohexane, Chen, L.; Zhang, T. L.; Li, C. Y.; Wang, W. N.; Lu, J.; Wang, W. L. Comput. Theor. Chem. 1026, 38 (2013)",298 - 2000,1.38E+14,0.37,147000.0,2.73e-12,1.0,1.38,14,-146651,CH3CH=CHCH2CH2(.),,,C2H4,CH3CH=C((.))H,
2209,1534,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7E8F54FD697C3D47A59126FF12E22994?id=2003TOK/LIN11397-11408:8,"Reaction of phenyl radicals with acetylene: Quantum chemical investigation of the mechanism and master equation analysis of the kinetics, Tokmakov, I.V.; Lin, M.C. J. Am. Chem. Soc. 125, 11397 (2003)",250 - 2000,3.22E+12,0.67,119000.0,3.65e-09,1.0,3.22,12,-119495,2-Phenylethenyl,,,"Spiro[2.5]octa-1,5,7-trien-4-yl",,
2210,1535,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=36394952AD35F07AD504D0EEE50834F7?id=2003TOK/LIN11397-11408:10,"Reaction of phenyl radicals with acetylene: Quantum chemical investigation of the mechanism and master equation analysis of the kinetics, Tokmakov, I.V.; Lin, M.C. J. Am. Chem. Soc. 125, 11397 (2003)",250 - 2000,1.88E+12,0.43,139000.0,8.86e-13,1.0,1.88,12,-138783,2-Phenylethenyl,,,"Bicyclo[4.2.0]octa-2,4,7-trien-1-yl",,
2211,1536,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2207F1160C61D4C5055AE1152EB970FB?id=2003TOK/LIN11397-11408:6,"Reaction of phenyl radicals with acetylene: Quantum chemical investigation of the mechanism and master equation analysis of the kinetics, Tokmakov, I.V.; Lin, M.C. J. Am. Chem. Soc. 125, 11397 (2003)",250 - 2000,1.10E+12,0.7,115000.0,7.48e-09,1.0,1.1,12,-115060,2-Phenylethenyl,,,2-((.))C6H4C2H3,,
2212,1537,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5AEF50AA1715C67618A704FC899992D1?id=2003TOK/LIN11397-11408:4,"Reaction of phenyl radicals with acetylene: Quantum chemical investigation of the mechanism and master equation analysis of the kinetics, Tokmakov, I.V.; Lin, M.C. J. Am. Chem. Soc. 125, 11397 (2003)",250 - 2000,6.36E+13,0.45,191000.0,1.82e-20,1.0,6.36,13,-191376,2-Phenylethenyl,,,C6H5C((.))=CH2,,
2213,1538,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=29DB2B0BFCDB1B086C366C10325E855C?id=2003TOK/LIN11397-11408:13,"Reaction of phenyl radicals with acetylene: Quantum chemical investigation of the mechanism and master equation analysis of the kinetics, Tokmakov, I.V.; Lin, M.C. J. Am. Chem. Soc. 125, 11397 (2003)",250 - 2000,4.06E+13,0.82,163000.0,1.18e-15,1.0,4.06,13,-162799,2-Phenylethenyl,,,Phenylacetylene,H(.),
2214,1539,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7436154145B8218219A9D264573D32F6?id=2003TOK/LIN11397-11408:3,"Reaction of phenyl radicals with acetylene: Quantum chemical investigation of the mechanism and master equation analysis of the kinetics, Tokmakov, I.V.; Lin, M.C. J. Am. Chem. Soc. 125, 11397 (2003)",250 - 2000,9.37E+14,0.34,191000.0,2.81e-19,1.0,9.37,14,-191251,2-Phenylethenyl,,,C2H2,Phenyl,
2245,1564,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A372EFF5A78AFF692ED15CCBE5066446?id=2006WAN/LIU609-621:1,"Theoretical studies on dynamics and thermochemistry of the reactions CHClFCHO, CHF<sub>2</sub>CHO and CClF<sub>2</sub>CHO with the Cl atom, Wang, Y.;Liu, J.Y.;Li, Z.S.;Wang, L.;Wu, J.Y.;Sun, C.C. Chem. Phys. 324, 609 (2006)",220 - 2000,4.62E-12,1.6,-2034.0,1.05e-11,2.0,4.62,-12,2034,(.)Cl,,,Products,,
2304,1595,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4673CEF3798DB9F7BAEEB7F67A8FE435?id=2009YAN/LIU565-580:3,"Theoretical Studies of the Reactions of CF<sub>3</sub>CHClOCHF<sub>2</sub>/CF<sub>3</sub>CHFOCHF<sub>2</sub> with OH Radical and Cl Atom And Their Product Radicals with OH, Yang, L.; Liu, J.Y.; Wan, S.Q.; Li, Z.S. J. Comput. Chem. 30, 565 (2009)",200 - 2000,2.94E-14,3.27,7400.0,1.49e-15,2.0,2.94,-14,-7400,(.)Cl,,,Other Products,HCl,
2366,1617,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C913A7A274117710A5FF1D75A341FAC5?id=2010LIU/LIU124-131:1,"Reaction of Cl with CF<sub>3</sub>CH<sub>2</sub>OCHO: A mechanistic and kinetic study, Liu, H.X.; Liu, Y.C.; Wan, S.Q.; Liu, J.Y. J. Mol. Struct. Theochem 944, 124 (2010)",200 - 1000,3.06E-29,-3.13,199.0,2.83e-29,2.0,3.06,-29,-199,(.)Cl,,,Products,,
2379,1623,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D1FF1A1A50481FC5E4212F8EE9B0F231?id=2009YAN/LIU565-580:2,"Theoretical Studies of the Reactions of CF<sub>3</sub>CHClOCHF<sub>2</sub>/CF<sub>3</sub>CHFOCHF<sub>2</sub> with OH Radical and Cl Atom And Their Product Radicals with OH, Yang, L.; Liu, J.Y.; Wan, S.Q.; Li, Z.S. J. Comput. Chem. 30, 565 (2009)",200 - 2000,6.76E-14,3.5,5737.0,6.67e-15,2.0,6.76,-14,-5737,(.)Cl,,,Other Products,HCl,
2401,1631,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7D1BEC9C18089B31332F87BC2D4003AC?id=2007JI/ZHA975-983:2,"Kinetic mechanism of the hydrogen abstraction reactions of the chlorine atoms with CH<sub>3</sub>CF<sub>2</sub>Cl and CH<sub>3</sub>CFCl<sub>2</sub>: A dual level direct dynamics study, Ji, Y.M.;Zhao, X.L.;Li, Z.S.;Liu, J.Y. J. Comput. Chem. 28, 975 (2007)",200 - 3000,4.10E-44,2.31,16000.0,6.460000000000001e-47,2.0,4.1,-44,-15990,(.)Cl,,,CF2ClCH2(.),HCl,
2414,1632,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C2E71D75629A7267702A67BF18A3812C?id=2007JI/ZHA975-983:1,"Kinetic mechanism of the hydrogen abstraction reactions of the chlorine atoms with CH<sub>3</sub>CF<sub>2</sub>Cl and CH<sub>3</sub>CFCl<sub>2</sub>: A dual level direct dynamics study, Ji, Y.M.;Zhao, X.L.;Li, Z.S.;Liu, J.Y. J. Comput. Chem. 28, 975 (2007)",200 - 3000,3.50E-43,2.64,14000.0,1.2199999999999999e-45,2.0,3.5,-43,-14026,(.)Cl,,,(.)CH2CCl2F,HCl,
2543,1679,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FFC5943EA076BAFB64FCC0D830FABCBF?id=2009BRU/WOJ1203-1221:11,"Theoretical Analysis of the Kinetics of the Reaction of Methyl Mercaptan with Nitrogen Dioxide in the Gas Phase, Brudnik, K.; Wojcik-Pastuszka, D.; Jodkowski, J.T. Pol. J. Chem. 83, 1203 (2009)",200 - 500,5.25E+17,-1.32,171000.0,5.52e-13,1.0,5.25,17,-171029,CH3SNO2,,,CH3S(.),NO2,
2566,1698,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A5D264E879D31B0F1EB43A3A2797468E?id=2011DIN/ZHA2314-2324:12,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,1.20E+76,-16.6,430000.0,6.13,1.0,1.2,76,-429551,3-C7H15,,,1-C6H12,(.)CH3,
2568,1699,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=314649F96807A18EE095D1AB54EAA320?id=2011DIN/ZHA2314-2324:11,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,8.40E+64,-13.6,382000.0,0.00982,1.0,8.4,64,-381859,3-C7H15,,,1-C4H8,1-C3H7,
2625,1748,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B60F5FC2E5296CA671C323DB171D28CD?id=2012ZHA/LIU685-690:1,"Theoretical study and rate constants calculation for the reactions X+CF3CH2OCF3 (X = F, Cl, Br), Zhang, H.; Liu, Y.; Liu, J.Y.; Li, Z.S. J. Comput. Chem. 33, 685 (2012)",200 - 2000,5.98E-14,0.37,5244.0,7.21e-15,2.0,5.98,-14,-5244,CF3CH2OCF3,,,CF3CHOCF3,HCl,
2733,1814,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3E81DF15042B744D3CCCD8C6030A3BF8?id=2003KAK93-104:7,"C3H4: Density functional study of interconversion of isomers, Kakkar, R. Int. J. Quant. Chem. 94, 93 (2003)",298 - 1500,5.68E+12,0.01,3766.0,1240000000000.0,1.0,5.68,12,-3766,2-Propenylidene,,,Cyclopropene,,
2735,1815,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5AB7BD8751288AD0D73805963D2BB985?id=2003KAK93-104:6,"C3H4: Density functional study of interconversion of isomers, Kakkar, R. Int. J. Quant. Chem. 94, 93 (2003)",298 - 1500,1.78E+12,0.27,27600.0,25700000.0,1.0,1.78,12,-27614,2-Propenylidene,,,CH2=C=CH2,,
2737,1816,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=330E3D996DB691E3AD81A9C0DFD8BCF8?id=2003KAK93-104:9,"C3H4: Density functional study of interconversion of isomers, Kakkar, R. Int. J. Quant. Chem. 94, 93 (2003)",298 - 1500,6.84E+12,0.39,78200.0,0.13,1.0,6.84,12,-78241,2-Propenylidene,,,HC≡CCH3,,
2755,1829,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0FA470A48689FF769E4FEC95C53B0EA8?id=2010WAN/CAO87-98:4,"Theoretical study of the competitive decomposition and isomerization of 1-hexyl radical, Wang, F.; Cao, D.B.; Liu, G.; Ren, J.; Li, Y.W. Theor. Chem. Acct. 126, 87 (2010)",250 - 2500,1.31E+06,5.1,60700.0,3.04e-05,1.0,1.31,6,-60668,3-hexyl radical,,,1-hexyl radical,,
2757,1831,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FB61215086EB7B2E3F76CCC820A8F0F4?id=2010WAN/CAO87-98:8,"Theoretical study of the competitive decomposition and isomerization of 1-hexyl radical, Wang, F.; Cao, D.B.; Liu, G.; Ren, J.; Li, Y.W. Theor. Chem. Acct. 126, 87 (2010)",250 - 2500,1.39E+13,0.88,128000.0,5.38e-10,1.0,1.39,13,-127863,3-hexyl radical,,,1-C5H10,(.)CH3,
2761,1832,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6CEE64A29292EF1E858F0D3021EC219A?id=2010WAN/CAO87-98:7,"Theoretical study of the competitive decomposition and isomerization of 1-hexyl radical, Wang, F.; Cao, D.B.; Liu, G.; Ren, J.; Li, Y.W. Theor. Chem. Acct. 126, 87 (2010)",250 - 2500,1.69E+13,0.7,124000.0,3.73e-09,1.0,1.69,13,-123554,3-hexyl radical,,,1-C4H8,(.)C2H5,
2774,1841,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7D9314D66E7D070DD2CA1537D57D7A38?id=2006HE/LIU59-66:4,"Theoretical study for the reaction of C<sub>2</sub>H<sub>5</sub>Cl/C<sub>2</sub>D5Cl with Cl atom, He, H.Q.;Liu, J.Y.;Li, Z.S.;Sun, C.C. J. Mol. Struct. Theochem 763, 59 (2006)",220 - 2200,8.84E-13,1.9,-1816.0,1.84e-12,2.0,8.84,-13,1816,C2D5Cl,,,CD3CD((.))Cl,HCl,
2778,1843,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=67AA3D56C027B504BDE023ADB841F3C2?id=2006HE/LIU59-66:5,"Theoretical study for the reaction of C<sub>2</sub>H<sub>5</sub>Cl/C<sub>2</sub>D5Cl with Cl atom, He, H.Q.;Liu, J.Y.;Li, Z.S.;Sun, C.C. J. Mol. Struct. Theochem 763, 59 (2006)",220 - 2200,2.27E-13,3.1,-856.0,3.21e-13,2.0,2.27,-13,856,C2D5Cl,,,(.)CD2CD2Cl,HCl,
2779,1844,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E05EA11B0949946C6C71CD847DC6A18A?id=2006HE/LIU59-66:6,"Theoretical study for the reaction of C<sub>2</sub>H<sub>5</sub>Cl/C<sub>2</sub>D5Cl with Cl atom, He, H.Q.;Liu, J.Y.;Li, Z.S.;Sun, C.C. J. Mol. Struct. Theochem 763, 59 (2006)",220 - 2200,4.69E-13,2.8,-3351.0,1.81e-12,2.0,4.69,-13,3351,C2D5Cl,,,C2D4Cl,HCl,
